reccount,polno,state,effdate,expdate,polage,cancel,reinstate,lapse,poltype,vehtype,deluxmulti,color,year,milecat,size,power,V96,deduct,county,limit,prem,incloss,claimct
210312,WEN9991639  ,AZ,20140816,20150816,6,0,0,0,delux,full,No,White,1952,5,1109,0,G              ,1000,85,25,2378,0,0
210326,WEN9991642  ,AZ,20140825,20150825,6,0,2,2,stand,lux,stand,Blue,1992,4,1314,0,O              ,500,81,25,1177,0,0
210345,WEN9991650  ,AZ,20140813,20150813,6,0,0,0,delux,stand,Yes,White,1981,3,1068,0,G              ,2500,9,25,801,0,0
210352,WEN9991651  ,AZ,20140810,20150810,6,0,1,1,delux,full,No,White,1957,4,960,0,G              ,2500,9,25,905,0,0
210385,WEN9991657  ,AZ,20140908,20150908,6,0,2,2,delux,full,No,White,1987,3,1245,0,H              ,1000,71,100,1981,0,0
210393,WEN9991659  ,AZ,20140810,20150810,6,1,1,1,stand,stand,stand,White,1977,4,1156,0,               ,1000,127,25,1185,0,0
210407,WEN9991663  ,AZ,20140831,20150831,6,0,0,0,stand,full,stand,Blue,1980,4,1372,0,H              ,1000,71,25,1487,0,0
210414,WEN9991664  ,AZ,20140821,20150821,6,0,0,0,stand,full,stand,Blue,1980,3,2375,0,               ,1000,21,25,2871,0,0
210426,WEN9991667  ,AZ,20140815,20150815,6,1,1,1,delux,full,No,White,1978,6,2745,0,               ,5000,45,500,4253,0,0
210442,WEN9991670  ,AZ,20140912,20150912,6,0,0,0,delux,full,No,White,1991,4,1477,0,G              ,1000,9,100,1316,0,0
210453,WEN9991673  ,AZ,20140815,20150815,6,0,1,1,stand,lux,stand,Red,1973,2,1900,0,               ,1000,21,25,2955,0,0
210471,WEN9991677  ,AZ,20140830,20150830,6,0,2,2,delux,full,No,White,1978,5,1813,1,H              ,1000,9,500,1856,0,0
210478,WEN9991678  ,AZ,20140831,20150831,6,0,0,0,delux,full,No,White,1979,4,1818,0,H              ,1000,15,100,2838,0,0
210512,WEN9991687  ,AZ,20140807,20150807,6,0,0,0,delux,full,No,White,1958,4,1044,0,O              ,1000,9,25,1158,0,0
210519,WEN9991688  ,AZ,20140806,20150806,6,0,0,0,delux,full,No,White,1986,3,1331,0,H              ,1000,71,25,1778,0,0
210532,WEN9991691  ,AZ,20140812,20150812,6,0,0,0,delux,full,No,White,1973,4,1980,0,G              ,2500,81,100,2723,0,0
210547,WEN9991696  ,AZ,20140808,20150808,6,0,2,2,delux,full,No,White,1987,2,1539,0,G              ,1000,103,100,1525,0,0
210618,WEN9991715  ,AZ,20140801,20150801,6,0,0,0,delux,stand,No,White,1991,3,1117,0,               ,1000,71,25,2574,0,0
210637,WEN9991721  ,AZ,20140731,20150731,6,1,3,1,delux,stand,No,White,1939,4,1470,0,               ,2500,9,100,3666,0,0
210661,WEN9991726  ,AZ,20140812,20150812,6,0,0,0,delux,stand,No,White,1985,9,2437,0,               ,1000,95,500,3350,0,0
210668,WEN9991727  ,AZ,20140816,20150816,6,0,0,0,delux,full,No,White,1955,3,2554,1,H              ,2500,85,500,4171,0,0
210698,WEN9991736  ,AZ,20140813,20150813,6,0,0,0,delux,full,No,White,1956,4,1483,0,G              ,1000,61,100,3075,0,0
210717,WEN9991741  ,AZ,20140801,20150801,6,0,0,0,delux,stand,No,White,1984,2,925,0,               ,500,115,25,2592,0,0
210730,WEN9991743  ,AZ,20140725,20150725,6,0,0,0,delux,full,No,White,1973,4,1296,0,H              ,1000,71,25,1424,0,0
210737,WEN9991744  ,AZ,20140808,20150808,6,0,1,1,delux,full,No,White,1977,5,1212,0,               ,2500,109,25,753,0,0
210757,WEN9991748  ,AZ,20140731,20150731,6,0,2,2,delux,stand,Yes,White,1991,2,1044,0,               ,1000,73,25,731,0,0
210779,WEN9991755  ,AZ,20140731,20150731,6,0,0,0,delux,full,No,White,1966,4,1188,0,G              ,1000,9,25,1584,0,0
210813,WEN9991765  ,AZ,20140815,20150815,6,0,3,3,delux,stand,No,White,1977,3,1320,0,G              ,500,9,25,2035,0,0
210849,WEN9991774  ,AZ,20140725,20150725,6,0,1,2,delux,stand,No,White,1983,4,1550,0,               ,1000,127,500,3159,0,0
210893,WEN9991789  ,AZ,20140708,20150708,6,4,8,2,delux,full,No,White,1987,3,1384,0,G              ,1000,9,100,1955,0,0
210929,WEN9991799  ,AZ,20140731,20150731,6,0,0,0,stand,full,stand,White,1991,3,1519,0,O              ,1000,115,25,2004,0,0
210942,WEN9991801  ,AZ,20140616,20150616,6,0,0,1,delux,full,No,White,1967,3,1619,0,H              ,1000,9,100,1591,0,0
211095,WEN9991845  ,AZ,20140527,20150527,6,1,0,0,delux,full,No,White,1993,3,924,0,               ,1000,103,25,2102,0,0
211181,WEN9991869  ,AZ,20140527,20150527,6,2,2,0,delux,full,No,White,1974,5,1862,0,               ,1000,35,25,1148,0,0
211232,WEN9991881  ,AZ,20140524,20150524,6,0,0,1,stand,stand,stand,White,1988,4,1904,0,               ,1000,71,25,2600,0,0
211288,WEN9991895  ,AZ,20140523,20150523,6,0,0,1,delux,full,No,White,1989,2,1986,0,H              ,2500,115,500,2106,0,0
211358,WEN9991917  ,AZ,20140516,20150516,6,1,0,0,stand,lux,stand,Blue,2003,3,3751,0,G              ,500,115,500,2819,0,0
214934,WEN9993003  ,AZ,20141211,20151211,6,0,3,3,delux,full,No,White,1987,4,1683,0,               ,2500,95,100,1225,0,0
214953,WEN9993013  ,AZ,20141213,20151213,6,0,0,0,delux,full,No,White,1969,4,1640,1,G              ,1000,81,100,2391,0,0
214960,WEN9993014  ,AZ,20141214,20151214,6,0,0,0,stand,stand,stand,Blue,1986,5,1164,0,               ,1000,127,25,1216,0,0
214967,WEN9993015  ,AZ,20141210,20151210,6,0,0,0,stand,full,stand,Red,1988,4,1368,0,               ,1000,71,25,975,0,0
214975,WEN9993017  ,AZ,20141217,20151217,6,0,0,0,delux,full,No,White,1979,2,1273,0,               ,1000,103,100,3126,0,0
214985,WEN9993019  ,AZ,20141218,20151218,6,0,0,0,delux,full,No,White,1966,2,1750,1,G              ,2500,97,100,988,0,0
214994,WEN9993022  ,AZ,20141218,20151218,6,0,1,1,delux,full,No,White,1964,5,1581,1,G              ,2500,9,100,1728,0,0
215001,WEN9993023  ,AZ,20141212,20151212,6,0,0,0,stand,lux,stand,White,1992,3,2000,0,H              ,2500,21,25,3066,0,0
215009,WEN9993025  ,AZ,20141212,20151212,6,0,0,0,delux,stand,No,White,1988,3,1624,0,               ,1000,31,100,1331,0,0
215021,WEN9993029  ,AZ,20141217,20151217,6,0,0,0,delux,full,No,White,1963,5,1225,1,G              ,1000,9,100,2234,0,0
215028,WEN9993030  ,AZ,20141211,20151211,6,0,0,0,delux,full,No,White,1978,5,1300,0,               ,1000,9,25,2470,0,0
215037,WEN9993032  ,AZ,20141211,20151211,6,0,2,2,delux,full,No,White,1957,2,1624,1,G              ,2500,9,25,1627,0,0
215050,WEN9993035  ,AZ,20141219,20151219,6,0,0,0,delux,stand,No,White,1989,1,1309,0,               ,2500,95,100,1202,0,0
215063,WEN9993041  ,AZ,20141212,20151212,6,0,0,0,delux,full,No,White,1985,4,1604,1,H              ,2500,9,100,1010,0,0
215070,WEN9993042  ,AZ,20141213,20151213,6,0,0,0,delux,stand,No,White,1993,4,1965,1,O              ,5000,71,500,1925,0,0
215095,WEN9993052  ,AZ,20141227,20151227,6,0,0,0,delux,full,No,White,1962,5,1170,1,G              ,1000,9,100,1943,0,0
215104,WEN9993054  ,AZ,20141212,20151212,6,0,1,1,delux,full,No,White,1971,3,1772,1,               ,2500,103,100,3518,0,0
